"","ID","StudyID","Study.name","N","g","se","var","r","var_HS","comparison","age","type","Notes","Test","Model"
"15",15,1004,"Clouter 2013",36,0.571139392266667,0.342740265912417,0.117470889877714,0.274592586744073,0.153816616998395,"Active","adults",NA,NA,"operation span",1
"16",16,1005,"Colom,  et al. 2013",56,0.138046511627907,0.268786933877421,0.0722464158232249,0.0688594203545908,0.0849477312875983,"Non-Active","adults",NA,NA,"reading span",1
"17",17,1005,"Colom,  et al. 2013",56,-0.261728451497674,0.269637808690654,0.0727045478754976,-0.129757861784564,0.0819946630683515,"Non-Active","adults",NA,NA,"computation span",1
"18",18,1005,"Colom,  et al. 2013",56,0.266232558139535,0.269678662788815,0.0727265811635633,0.131952318919883,0.0872481640404377,"Non-Active","adults",NA,NA,"dot matrix",1
"19",19,1006,"Dahlin,  et al.  2008 comp 1",26,-0.132498730231579,0.396479875530312,0.157196291700531,-0.0661044584204432,0.189989425525739,"Non-Active","adults",NA,NA,"digit span backward ",1
"20",20,1006,"Dahlin,  et al.  2008 comp 1",26,0.504155010694737,0.402668953204455,0.162142285874771,0.244431150237785,0.217233965739263,"Non-Active","adults",NA,NA,"3-back ",1
"21",21,1006,"Dahlin,  et al.  2008 comp 1",26,-0.417066639873684,0.400581184791584,0.160465285609029,-0.204141881789055,0.190919320089847,"Non-Active","adults",NA,NA,"computation span ",1
"22",22,1007,"Foster  et al 2014 comp 1",38,0.107483813426573,0.326831535204513,0.106818852404139,0.0536644659339299,0.12798486494386,"Active","adults",NA,NA,"Keep track",1
"23",23,1007,"Foster  et al 2014 comp 1",38,0.278793491748252,0.328236659251679,0.107739304476703,0.138061828569744,0.13267333136216,"Active","adults",NA,NA,"Reading span with images",1
"24",24,1007,"Foster  et al 2014 comp 1",38,0.463834290769231,0.331135525331551,0.109650736136602,0.225921069181299,0.139798201685922,"Active","adults",NA,NA,"Rotation span",1
"25",25,1007,"Foster  et al 2014 comp 1",38,0.00934510475524476,0.326587462606162,0.106659370731531,0.00467250137113362,0.126125322241127,"Active","adults",NA,NA,"Running shape span",1
"26",26,1007,"Foster  et al 2014 comp 1",38,-0.113409222377622,0.32685938666583,0.106837058651563,-0.0566136660796925,0.124646721927786,"Active","adults",NA,NA,"Running icons span",1
"27",27,1007,"Foster  et al 2014 comp 1",38,-0.121432607692308,0.326899476623984,0.106863267817034,-0.0606046979226699,0.12458286865334,"Active","adults",NA,NA,"Change detection orientation",1
"28",28,1007,"Foster  et al 2014 comp 4",39,-0.15307925877551,0.322808695489544,0.104205453883661,-0.0763164130397216,0.120911674559625,"Active","adults",NA,NA,"Keep track",1
"29",29,1007,"Foster  et al 2014 comp 4",39,0.511298657632653,0.32775929835431,0.10742615765771,0.247683548295449,0.137984482121438,"Active","adults",NA,NA,"Reading span with images",1
"30",30,1007,"Foster  et al 2014 comp 4",39,-0.196654839183673,0.323127979894447,0.104411691390666,-0.0978555101797226,0.120726726828798,"Active","adults",NA,NA,"Rotation span",1
"31",31,1007,"Foster  et al 2014 comp 4",39,0.0746094768979592,0.322433975031634,0.1039636682547,0.0372788080616432,0.123749684498014,"Active","adults",NA,NA,"Running shape span",1
"32",32,1007,"Foster  et al 2014 comp 4",39,-0.168041906938776,0.322909393510645,0.104270476417412,-0.0837259407133426,0.12083519513605,"Active","adults",NA,NA,"Running icons span",1
"33",33,1007,"Foster  et al 2014 comp 4",39,0.0931888643265306,0.322499392043241,0.10400585786826,0.0465439351578819,0.124119917786491,"Active","adults",NA,NA,"Change detection orientation",1
"34",34,1007,"Foster  et al. 2014 comp 3",37,0.0690703248920863,0.331131320295872,0.109647951280887,0.0345145861951802,0.130937828975774,"Active","adults",NA,NA,"Keep track",1
"35",35,1007,"Foster  et al. 2014 comp 3",37,0.0994766843741007,0.331242027145274,0.109721280547311,0.04967693219624,0.131582988798771,"Active","adults",NA,NA,"Reading span with images",1
"36",36,1007,"Foster  et al. 2014 comp 3",37,-0.290182159942446,0.332843117346612,0.11078454076501,-0.143587589972719,0.127830911528252,"Active","adults",NA,NA,"Rotation span",1
"37",37,1007,"Foster  et al. 2014 comp 3",37,-0.333875502215827,0.33342868949759,0.11117469098008,-0.164659139267441,0.128020976198644,"Active","adults",NA,NA,"Running shape span",1
"38",38,1007,"Foster  et al. 2014 comp 3",37,-0.0719511649496403,0.331140097582837,0.109653764227171,-0.0359523244839782,0.128725484784633,"Active","adults",NA,NA,"Running icons span",1
"39",39,1007,"Foster  et al. 2014 comp 3",37,0.121357726330935,0.331346374820998,0.109790420107017,0.0605674632014504,0.132084165625627,"Active","adults",NA,NA,"Change detection orientation",1
"40",40,1007,"Foster et al   2014 comp 2",39,-0.00788950628571429,0.322318444185265,0.10388917946201,-0.00394472245091094,0.122358411923275,"Active","adults",NA,NA,"Keep track",1
"41",41,1007,"Foster et al   2014 comp 2",39,0.704013777306122,0.332559248514769,0.110595653772708,0.332036339302397,0.147942062738517,"Active","adults",NA,NA,"Reading span with images",1
"42",42,1007,"Foster et al   2014 comp 2",39,1.72918393567347,0.379937288560569,0.144352343238757,0.654033825318749,0.238747088312902,"Active","adults",NA,NA,"Rotation span",1
"43",43,1007,"Foster et al   2014 comp 2",39,0.601318496326531,0.329820507247332,0.108781567000887,0.287927035370996,0.142355662918159,"Active","adults",NA,NA,"Running shape span",1
"44",44,1007,"Foster et al   2014 comp 2",39,0.156880701061224,0.322833392742898,0.10422139946989,0.0782001410815305,0.125547899350036,"Active","adults",NA,NA,"Running icons span",1
"45",45,1007,"Foster et al   2014 comp 2",39,-0.279566592,0.323953737146245,0.104946023811018,-0.13843734964215,0.120692621237101,"Active","adults",NA,NA,"Change detection orientation",1
"46",46,1008,"Harrison,  et al. 2013 comp 2",34,0.308242519685039,0.347674788629255,0.120877758648397,0.152322787886057,0.151059913106476,"Active","adults",NA,NA,"reading span",1
"47",47,1008,"Harrison,  et al. 2013 comp 2",34,0.894474441322835,0.363201595289076,0.131915398820529,0.40826626249575,0.186462164427278,"Active","adults",NA,NA,"keep track",1
"48",48,1008,"Harrison,  et al. 2013 comp 2",34,0.178956639874016,0.346253814503857,0.119891704058471,0.0891222583303206,0.146556201916767,"Active","adults",NA,NA,"rotation span",1
"49",49,1008,"Harrison,  et al. 2013 comp 2",33,-0.0908621941463415,0.350993305823921,0.123196300733204,-0.0453842849833588,0.145723738244796,"Active","adults",NA,NA,"visual arrays",1
"50",50,1008,"Harrison, et al. 2013 comp 1",38,1.08082629160839,0.35058144902588,0.122907352401086,0.47543029831908,0.179019054176341,"Active","adults",NA,NA,"reading span",1
"51",51,1008,"Harrison, et al. 2013 comp 1",38,0.734306821818182,0.337873344444217,0.114158396885921,0.344657387945268,0.154062682946805,"Active","adults",NA,NA,"keep track",1
"52",52,1008,"Harrison, et al. 2013 comp 1",38,1.3866833448951,0.365246672627877,0.133405131865735,0.569784249968009,0.20728234987172,"Active","adults",NA,NA,"rotation span",1
"53",53,1008,"Harrison, et al. 2013 comp 1",37,-0.179989932834532,0.331727645942553,0.110043231082588,-0.0896327264544084,0.127898578585475,"Active","adults",NA,NA,"visual arrays",1
"54",54,1009,"Heffernan 2014",19,0.565105610507463,0.474933135279139,0.225561482986073,0.271907198164208,0.324624901321816,"Active","adults",NA,NA,"MoveSpan",1
"55",55,1009,"Heffernan 2014",19,0.012839511880597,0.464878575495056,0.216112089954313,0.00641962365483174,0.27978271817659,"Active","adults",NA,NA,"SymSp Overall",1
"56",56,1009,"Heffernan 2014",19,0.247671174686567,0.466822478252886,0.217923226202167,0.122896845520506,0.293116146162865,"Active","adults",NA,NA,"OSPAN Overall",1
"57",57,1010,"Heinzel,  et al 2014 comp 1",30,-0.0643776713513514,0.368303682630941,0.135647602639513,-0.0321721728564902,0.162386866497415,"Non-Active","adults",NA,NA,"digit span backward",1
"58",58,1011,"Jaeggi et al  2008 comp  5",15,2.01519724894118,0.658418458619511,0.433514866650892,0.709778048318913,0.936345607596241,"Non-Active","adults",NA,NA,"digit span backward",1
"59",59,1011,"Jaeggi et al  2008 comp  5",15,1.04865263623529,0.564226327680275,0.318351348847569,0.464366109000577,0.55676870489811,"Non-Active","adults",NA,NA,"reading span",1
"60",60,1011,"Jaeggi et al  2008 comp  5",15,-0.468795346823529,0.53304116931165,0.284132888181132,-0.22821224835062,0.379657989033877,"Non-Active","adults",NA,NA,"visuospatial span backward",1
"61",61,1011,"Jaeggi et al  2008 comp 1",15,0.481736632470588,0.5334897042307,0.284611264520159,0.234171070763709,0.430725797099138,"Active","adults",NA,NA,"digit span backward",1
"62",62,1011,"Jaeggi et al  2008 comp 2",16,0.3066991928,0.511119344846723,0.261242984676543,0.151577694901969,0.372004120336136,"Non-Active","adults",NA,NA,"digit span backward",1
"63",63,1012,"Jaeggi,  et al.  2010 comp 2",61,-0.41463829787234,0.259945857240436,0.0675718486964653,-0.203002399389761,0.0754516212027054,"Non-Active","adults",NA,NA,"operation span",1
"64",64,1012,"Jaeggi,  et al.  2010 comp 2",61,1.11557446808511,0.276887451019008,0.0766666605318037,0.487131547873141,0.108686540170564,"Non-Active","adults",NA,NA,"n back",1
"65",65,1012,"Jaeggi,  et al.  2010 comp1",65,-0.266772908366534,0.250158469895755,0.0625792600605851,-0.132215454683777,0.0701244989183255,"Non-Active","adults",NA,NA,"operation span",1
"66",66,1012,"Jaeggi,  et al.  2010 comp1",66,1.32423529411765,0.273448357837272,0.0747740044039007,0.55207154001138,0.110157526149975,"Non-Active","adults",NA,NA,"n back",1
"67",67,1013,"Jausovec & Jausovec 2012",29,0.376678316336449,0.378104445291352,0.142962971549081,0.185085126813127,0.183995776845935,"Non-Active","adults",NA,"Active control group in Melby-Lervag et al. (2016)","Digit span backward",1
"68",68,1014,"Kundu,  et al, 2013 comp 1",26,-0.368,0.399574885966314,0.159660089494993,-0.180962170545402,0.19018122016096,"Active","adults",NA,NA,"operation span",1
"69",69,1014,"Kundu,  et al, 2013 comp 1",28,0.221291175728155,0.382587898913607,0.146373500395129,0.109974457499971,0.183845491385036,"Active","adults",NA,NA,"Color-in-location task ",1
"70",70,1015,"Lindeløv et al 2014 comp 1",18,0.145234235238095,0.478645058671104,0.229101092190265,0.0724264075799511,0.306391747272204,"Active","adults",NA,NA,"Wechsler WM index",1
"71",71,1015,"Lindeløv et al 2014 comp 1",18,0.0204159771428571,0.477964617620385,0.228450175697001,0.0102074567613172,0.299715627545359,"Active","adults",NA,NA,"Operation span",1
"72",72,1016,"Minear, et al 2012 comp 1",57,1.05903341457534,0.284599565650111,0.080996912768232,0.467960158619406,0.113899232748632,"Active","adults",NA,NA,"letter nback ",1
"73",73,1016,"Minear, et al 2012 comp 1",57,0.299304188383562,0.267599107952867,0.0716092825771701,0.148003941416602,0.0863182569787868,"Active","adults",NA,NA,"Operation span",1
"74",74,1016,"Minear, et al 2012 comp 1",57,-0.0673828264109589,0.266149706219529,0.0708356661207416,-0.0336723077167623,0.081105031402508,"Active","adults",NA,NA,"Letter-number span",1
"75",75,1016,"Minear, et al 2012 comp 1",57,-0.233288261260274,0.267000828282896,0.0712894423037527,-0.115858615842637,0.0804788860832318,"Active","adults",NA,NA,"Reading span",1
"76",76,1016,"Minear, et al 2012 comp 1",57,0.51819840690411,0.270623588802724,0.0732371268164659,0.250816974816906,0.0919436378714333,"Active","adults",NA,NA,"Object n-back",1
"77",77,1016,"Minear, et al 2012 comp 1",57,0.126949680986301,0.266347458835787,0.0709409688282813,0.0633473537786859,0.0832111291541709,"Active","adults",NA,NA,"symmetry span",1
"78",78,1016,"Minear, et al 2012 comp 1",57,0.526186306849315,0.270763765050881,0.0733130164645287,0.25443474323644,0.0921844551052942,"Active","adults",NA,NA,"alignment span",1
"79",79,1016,"Minear, et al 2012 comp 1",57,-0.169011264328767,0.266559958218993,0.0710542113257113,-0.08420550278543,0.0805933888222569,"Active","adults",NA,NA,"rotation span",1
"80",80,1016,"Minear, et al 2012 comp 2",58,0.116412556053812,0.263977867394418,0.0696843144741048,0.0581079272783504,0.0815506349691804,"Active","adults",NA,NA,"letter nback ",1
"81",81,1016,"Minear, et al 2012 comp 2",58,0.459730941704036,0.267304132056189,0.0714514990143127,0.224023168410724,0.0886112221207728,"Active","adults",NA,NA,"Operation span",1
"82",82,1016,"Minear, et al 2012 comp 2",58,-0.293004484304933,0.265198515514945,0.0703302526313308,-0.144954923545742,0.0790572724829666,"Active","adults",NA,NA,"Letter-number span",1
"83",83,1016,"Minear, et al 2012 comp 2",58,-0.12627802690583,0.26401838036451,0.0697057051702989,-0.063013535550943,0.0792945083011009,"Active","adults",NA,NA,"Reading span",1
"84",84,1016,"Minear, et al 2012 comp 2",58,0.058868179103139,0.263807127811564,0.069594200684187,0.0294213474887005,0.0808107976735788,"Active","adults",NA,NA,"Object n-back",1
"85",85,1016,"Minear, et al 2012 comp 2",58,-0.124980521165919,0.264012864359028,0.0697027925470584,-0.0623686035188481,0.0793005470673422,"Active","adults",NA,NA,"Symmetry span",1
"86",86,1016,"Minear, et al 2012 comp 2",58,0.730977433901345,0.272648155206055,0.0743370165372651,0.34327921098896,0.0973953411253333,"Active","adults",NA,NA,"rotation span",1
"87",87,1016,"Minear, et al 2012 comp 2",58,0.0518517634977578,0.263793972848233,0.0695872601110544,0.0259171730806535,0.0807293001867496,"Active","adults",NA,NA,"alignment span",1
"88",88,1016,"Minear, et al 2012 comp 3",53,0.750738916256158,0.285862795726507,0.0817175379805749,0.351426671298887,0.108048735088068,"Active","adults",NA,NA,"letter nback ",1
"89",89,1016,"Minear, et al 2012 comp 3",53,0.268965517241379,0.27730410213045,0.0768975650583748,0.133282907817583,0.0925467506527326,"Active","adults",NA,NA,"Operation span",1
"90",90,1016,"Minear, et al 2012 comp 3",53,-0.302463054187192,0.277642518287326,0.0770853679609281,-0.149531231475324,0.0869648260266826,"Active","adults",NA,NA,"Letter-number span",1
"91",91,1016,"Minear, et al 2012 comp 3",53,-0.0433497536945813,0.27605475458266,0.0762062275276925,-0.021669787208881,0.0877741307489004,"Active","adults",NA,NA,"Reading span",1
"92",92,1016,"Minear, et al 2012 comp 3",53,0.610332796059113,0.282564270791609,0.0798425671279939,0.29187808901141,0.102511110090454,"Active","adults",NA,NA,"object span",1
"93",93,1016,"Minear, et al 2012 comp 3",53,0.025615763546798,0.276033019674738,0.0761942279507545,0.0128068313884099,0.0884709419701633,"Active","adults",NA,NA,"Symmetry span",1
"94",94,1016,"Minear, et al 2012 comp 3",53,0.729064039408867,0.285311836967272,0.0814028443136391,0.342486169452822,0.107139121767698,"Active","adults",NA,NA,"rotation span",1
"95",95,1016,"Minear, et al 2012 comp 3",53,0.0768472906403941,0.276126295192708,0.0762457308968503,0.0383953128045599,0.0891195918467911,"Active","adults",NA,NA,"alignment span",1
"96",96,1017,"Minear, et al 2013",65,0.15808764940239,0.249424540418259,0.0622126013628599,0.0787980458170904,0.0728993326780264,"Non-Active","adults",NA,NA,"reading span",1
"97",97,1018,"Moreau, et al. 2015",45,0.353684210526316,0.302223477507819,0.0913390303569189,0.174140114330481,0.112629780332619,"Non-Active","adults",NA,"Active control group in Melby-Lervag et al. (2016)","backward digit span",1
"98",98,1018,"Moreau, et al. 2015",45,0.491228070175439,0.304453228603957,0.0926917684073732,0.238524735293595,0.11734203420166,"Non-Active","adults",NA,"Active control group in Melby-Lervag et al. (2016)","letter number sequencing",1
"99",99,1019,"Nussbaumer et al 2013 comp 1",56,-0.0729904374511628,0.268550195700926,0.0721192076110058,-0.0364709389675942,0.0825922241046917,"Active","adults",NA,NA,"operation span",1
"100",100,1019,"Nussbaumer et al 2013 comp 2",54,-0.210643452173913,0.274209382755931,0.0751907855913888,-0.104742392061017,0.0852242011012795,"Active","adults",NA,NA,"operation span",1
"101",101,1020,"Oelhafen,  et al. 2013 comp 2",29,0.0291588785046729,0.374625493195831,0.140344260152219,0.0145778899961543,0.170520808806881,"Active","adults",NA,NA,"operation span",1
"102",102,1020,"Oelhafen, et al. 2013 comp 1",29,-0.106915887850467,0.374887609844201,0.140540720014698,-0.0533817224859466,0.168105633758368,"Non-Active","adults",NA,NA,"operation span",1
"103",103,1021,"Redick & Wiemers, 2015 comp 1",59,0.423941261251101,0.264483839840885,0.0699517015369788,0.207363240548913,0.0860945089071342,"Active","adults",NA,NA,"running letter span",1
"104",104,1021,"Redick & Wiemers, 2015 comp 1",59,0.36359829892511,0.263694113370239,0.0695345854261167,0.178867311958475,0.0846361087348486,"Active","adults",NA,NA,"letter 3-back",1
"105",105,1021,"Redick & Wiemers, 2015 comp 1",59,-0.204743144317181,0.262187225849196,0.0687421413984974,-0.101839328033667,0.0776417855412664,"Active","adults",NA,NA,"running matrix span",1
"106",106,1021,"Redick & Wiemers, 2015 comp 1",59,-0.154400641268722,0.261884415676793,0.0685834471743751,-0.0769712911796975,0.0777693024222431,"Active","adults",NA,NA,"matrix 3-back",1
"107",107,1021,"Redick & Wiemers, 2015 comp 1",59,-0.281902814872247,0.262814995483333,0.0690717218509043,-0.13957176910479,0.0776319642634351,"Active","adults",NA,NA,"color change detection",1
"108",108,1021,"Redick & Wiemers, 2015 comp 1",59,0.137879402854626,0.261803482388861,0.0685410633909348,0.0687764588236414,0.0803991104946713,"Active","adults",NA,NA,"orient change detection",1
"109",109,1021,"Redick & Wiemers, 2015 comp 2",56,-0.090280117172093,0.268598888952203,0.0721453631463581,-0.0450941394951184,0.0824781977328777,"Active","adults",NA,NA,"running letter span",1
"110",110,1021,"Redick & Wiemers, 2015 comp 2",56,0.170465004372093,0.268959261798757,0.0723390845073324,0.084924589674253,0.0854674222712836,"Active","adults",NA,NA,"letter 3-back",1
"111",111,1021,"Redick & Wiemers, 2015 comp 2",56,-0.282013015776744,0.269827245172122,0.0728067422371766,-0.139625266754357,0.0820152390047613,"Active","adults",NA,NA,"running matrix span",1
"112",112,1021,"Redick & Wiemers, 2015 comp 2",56,0.0356120568,0.268480158263759,0.0720815953813329,0.0178032063290175,0.0835819075034005,"Active","adults",NA,NA,"matrix 3-back",1
"113",113,1021,"Redick & Wiemers, 2015 comp 2",56,-0.0599002706604651,0.268520184913455,0.0721030897059559,-0.0299367115659763,0.0826865080070154,"Active","adults",NA,NA,"color change detection",1
"114",114,1021,"Redick & Wiemers, 2015 comp 2",56,0.177911822865116,0.26900394417409,0.0723631219812169,0.0886060256724602,0.0855927373452535,"Active","adults",NA,NA,"orient change detection",1
"115",115,1022,"Redick,  et al. 2013 comp 2",44,-0.0226077073772455,0.303240859340673,0.09195501877367,-0.0113031315709566,0.107248478475387,"Non-Active","adults",NA,NA,"Running Letter span",1
"116",116,1022,"Redick,  et al. 2013 comp 2",44,0.256679182107784,0.304522795041627,0.0927341326999645,0.127295527165799,0.112577635684902,"Non-Active","adults",NA,NA,"Symmetry span",1
"117",117,1022,"Redick, et al. 2013 comp 1",53,0.109544627586207,0.27623454921693,0.0763055261810805,0.054690339544694,0.0895919659295382,"Active","adults",NA,NA,"Running Letter span",1
"118",118,1022,"Redick, et al. 2013 comp 1",53,0.339151932019704,0.278058137382607,0.077316327764685,0.167189156788326,0.0941904989950417,"Active","adults",NA,NA,"Symmetry span",1
"119",119,1023,"Reimer et al, 2014",29,0.521631167102804,0.381288225174099,0.145380710656415,0.252372990745524,0.19271998974021,"Non-Active","adults",NA,"Active control group in Melby-Lervag et al. (2016)","WRAML Finger Windows",1
"120",120,1023,"Reimer et al, 2014",29,0.176639392897196,0.375376891847867,0.140907810933365,0.0879772355408993,0.174956635253711,"Non-Active","adults",NA,"Active control group in Melby-Lervag et al. (2016)","WRAML Symbolic Working Memory",1
"121",121,1023,"Reimer et al, 2014",29,0.349626952149533,0.377621719395778,0.142598162959424,0.172202051121346,0.182569950511563,"Non-Active","adults",NA,"Active control group in Melby-Lervag et al. (2016)","WRAML Number Letters",1
"122",122,1023,"Reimer et al, 2014",27,0.567458733575757,0.396704387683107,0.157374371207029,0.272955236367098,0.212629190075806,"Non-Active","adults",NA,"Active control group in Melby-Lervag et al. (2016)","WRAML Verbal Working Memory",1
"123",123,1023,"Reimer et al, 2014",29,0.194746125308411,0.375543167259813,0.141032670475532,0.0969146975909718,0.175631596632311,"Non-Active","adults",NA,"Active control group in Melby-Lervag et al. (2016)","Operation span",1
"124",124,1023,"Reimer et al, 2014",28,0.169800899029126,0.382080011905033,0.14598513549735,0.0845961089300499,0.181794004153444,"Non-Active","adults",NA,"Active control group in Melby-Lervag et al. (2016)","Symmetry span",1
"125",125,1024,"Richey,  et al. 2014 comp 1",49,0.576894238673797,0.293282038753423,0.0860143542553641,0.277147861248399,0.11018619323983,"Non-Active","adults",NA,"Active control group in Melby-Lervag et al. (2016)","spatial recognition",1
"126",126,1024,"Richey,  et al. 2014 comp 2",51,0.392973846646154,0.284221648286259,0.0807819453545577,0.192800433678215,0.0995882700058593,"Non-Active","adults",NA,NA,"spatial recognition",1
"127",127,1025,"Savage, 2013",50,-0.0869035246282723,0.28440031370869,0.0808835384376013,-0.0434108006358339,0.0930087396660942,"Active","adults",NA,NA,"Digit span forward/backward",1
"128",128,1025,"Savage, 2013",49,0.0820302217326203,0.287301864416197,0.0825423612970231,0.0409806557154843,0.0969410649527139,"Active","adults",NA,NA,"Operation span",1
"129",129,1025,"Savage, 2013",50,-0.524241444041885,0.28925774313937,0.0836700419660815,-0.253554879747465,0.0941915237647682,"Active","adults",NA,NA,"spatial maintenance",1
"130",130,1026,"Schwarb et al, 2015 comp 1",42,0.445926317886792,0.314433163736718,0.0988682144574819,0.217619550989725,0.124642916010696,"Non-Active","adults",NA,NA,"operation span",1
"131",131,1026,"Schwarb et al, 2015 comp 1",42,0.129422790188679,0.310788006321935,0.0965891848735632,0.0645763275741591,0.115271640903025,"Non-Active","adults",NA,NA,"symmetry span",1
"132",132,1026,"Schwarb et al, 2015 comp 1",44,1.04104879056287,0.323829283710814,0.104865404988659,0.461718843782272,0.149499687001437,"Non-Active","adults",NA,NA,"change detection",1
"133",133,1026,"Schwarb et al, 2015 comp 2",43,0.47249466404908,0.311187835583467,0.096837869015123,0.229918252993097,0.122516950374769,"Non-Active","adults",NA,NA,"operation span",1
"134",134,1026,"Schwarb et al, 2015 comp 2",43,0.634314276319018,0.314681738419896,0.0990245964949676,0.302316586627585,0.129504087190607,"Non-Active","adults",NA,NA,"symmetry span",1
"135",135,1026,"Schwarb et al, 2015 comp 2",44,0.829915758179641,0.316476766238788,0.10015754356896,0.383270154291919,0.13637619936021,"Non-Active","adults",NA,NA,"change detection",1
"136",136,1027,"Sprenger,  et al. 2013  comp 3",71,-0.365963636363636,0.240223832301046,0.057707489605401,-0.179993328208569,0.0641652290067258,"Active","adults",NA,NA,"reading span",1
"137",137,1027,"Sprenger,  et al. 2013 ex 1",113,0.493139985914221,0.191444376516613,0.0366509492998347,0.2393999912369,0.044726478323896,"Non-Active","adults",NA,NA,"verbal WM operation",1
"138",138,1027,"Sprenger,  et al. 2013 ex 1",112,0.282555813621868,0.19036063646244,0.0362371719143854,0.139888753174158,0.0426093465288207,"Non-Active","adults",NA,NA,"verbal WM listening",1
"139",139,1027,"Sprenger,  et al. 2013 ex 1",107,0.144068242329356,0.194054831832791,0.0376572777576527,0.0718479558970312,0.0433895991770589,"Non-Active","adults",NA,NA,"visual WM rotation",1
"140",140,1027,"Sprenger,  et al. 2013 ex 1",114,0.340599309315436,0.189103282506127,0.0357600514545919,0.167882591169683,0.0424443962418228,"Non-Active","adults",NA,NA,"visual WM symmetry",1
"141",141,1027,"Sprenger, et al. 2013 comp 1",77,-0.197993311036789,0.229234047668502,0.0525482486104851,-0.0985150919233533,0.0588131273730247,"Active","adults",NA,NA,"reading span",1
"142",142,1027,"Sprenger, et al. 2013 comp 1",65,1.06709163346614,0.266562975706509,0.071055820017509,0.470734182081909,0.0993868334683019,"Active","adults",NA,NA,"shapebuilder",1
"143",143,1027,"Sprenger, et al. 2013 comp 2",71,-0.2176,0.238913878073403,0.0570798411360726,-0.108161704544886,0.0639620434504638,"Active","adults",NA,NA,"reading span",1
"144",144,1027,"Sprenger, et al. 2013 comp 2",70,0,0.239901864247606,0.057552904469477,0,0.0658551199654773,"Active","adults",NA,NA,"letter n-back",1
"145",145,1028,"Takeuchi, et al, 2013",61,1.28680130001702,0.283115980124409,0.0801546582018046,0.541080967960279,0.117702388727346,"Non-Active","adults",NA,NA,"digit span forward and backward ",1
"146",146,1028,"Takeuchi, et al, 2013",61,0.502357170110638,0.261254493518425,0.068253910383569,0.243611313794652,0.085144028106869,"Non-Active","adults",NA,NA,"4 by 4 grids, backwards and forward. ",1
"147",147,1029,"Thompson,  et al. 2013 comp 1",33,0.176619253658537,0.351521013186975,0.123567022711997,0.0879672825900752,0.151405855928669,"Non-Active","adults",NA,NA,"operation span ",1
"148",148,1029,"Thompson,  et al. 2013 comp 1",34,0.20822056176378,0.34650985021157,0.120069076293645,0.103550603436659,0.147471082183138,"Non-Active","adults",NA,NA,"reading span ",1
"149",149,1029,"Thompson,  et al. 2013 comp 2",38,0.462900875524476,0.331117356509831,0.109638703782058,0.225489566597342,0.139756890895752,"Active","adults",NA,NA,"operation span ",1
